time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2025-06-07,14.3,0.00,0.00,6.32
2025-06-08,13.3,0.00,0.00,6.40
2025-06-09,12.7,0.00,0.00,6.95
2025-06-10,12.5,0.00,0.00,7.28
2025-06-11,12.0,0.00,0.00,7.23
2025-06-12,13.1,0.00,0.00,6.81
2025-06-13,13.2,0.00,0.00,6.53
2025-06-14,13.3,0.00,0.00,6.22
2025-06-15,13.5,0.00,0.00,6.25
2025-06-16,13.6,0.00,0.00,6.19
2025-06-17,15.4,0.00,0.00,5.72
2025-06-18,16.2,0.00,0.00,5.60
2025-06-19,15.7,0.00,0.00,7.98
2025-06-20,14.2,0.00,0.00,9.29
2025-06-21,15.4,0.00,0.00,8.92
2025-06-22,16.4,0.00,0.00,6.86
2025-06-23,14.7,0.00,0.00,5.67
2025-06-24,13.0,0.00,0.00,6.26
2025-06-25,12.9,0.00,0.00,6.20
2025-06-26,14.4,0.00,0.00,6.29
2025-06-27,15.8,0.00,0.00,4.66
