time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2022-04-27,19.5,0.00,0.00,6.31
2022-04-28,18.1,0.00,0.00,4.93
2022-04-29,16.2,0.00,0.00,3.98
2022-04-30,18.2,0.00,0.00,2.50
2022-05-01,18.6,0.00,0.00,3.68
2022-05-02,19.1,0.20,0.00,4.37
2022-05-03,18.4,0.00,0.00,4.16
2022-05-04,17.6,0.10,0.00,4.88
2022-05-05,17.3,0.00,0.00,5.35
2022-05-06,18.4,1.20,0.00,5.46
2022-05-07,19.3,1.00,0.00,3.56
2022-05-08,19.2,0.20,0.00,2.50
2022-05-09,18.9,0.10,0.00,2.90
2022-05-10,16.7,0.00,0.00,4.73
2022-05-11,16.1,0.00,0.00,4.92
2022-05-12,16.6,0.00,0.00,4.23
2022-05-13,16.6,0.00,0.00,4.40
2022-05-14,16.9,0.00,0.00,3.71
2022-05-15,16.9,0.00,0.00,4.32
2022-05-16,16.2,0.00,0.00,3.88
2022-05-17,16.0,0.30,0.00,7.43
2022-05-18,15.5,0.00,0.00,5.24
2022-05-19,16.0,0.10,0.00,4.62
2022-05-20,15.3,0.00,0.00,5.02
2022-05-21,16.2,0.00,0.00,4.22
2022-05-22,16.1,0.40,0.00,3.50
2022-05-23,16.3,0.00,0.00,3.79
2022-05-24,16.4,0.00,0.00,3.03
2022-05-25,17.2,0.00,0.00,2.66
2022-05-26,17.7,0.00,0.00,2.04
2022-05-27,17.9,0.00,0.00,5.05
2022-05-28,16.6,0.00,0.00,4.47
2022-05-29,15.0,0.00,0.00,5.44
2022-05-30,14.8,0.00,0.00,4.11
2022-05-31,13.8,0.00,0.00,3.73
2022-06-01,13.8,0.00,0.00,2.82
2022-06-02,13.8,0.00,0.00,4.83
2022-06-03,14.4,0.00,0.00,6.94
2022-06-04,15.3,0.00,0.00,6.66
2022-06-05,14.6,0.40,0.00,5.38
2022-06-06,15.6,0.50,0.00,6.08
2022-06-07,15.3,0.00,0.00,6.36
2022-06-08,15.6,0.00,0.00,4.55
2022-06-09,14.8,0.70,0.00,5.28
2022-06-10,15.4,0.00,0.00,4.20
2022-06-11,15.0,0.00,0.00,5.09
2022-06-12,13.5,0.70,0.00,6.04
2022-06-13,14.1,1.10,0.00,6.17
2022-06-14,15.3,1.60,0.00,3.90
2022-06-15,16.6,2.50,0.00,2.55
2022-06-16,15.9,0.70,0.00,3.57
2022-06-17,15.3,0.00,0.00,3.71
2022-06-18,15.7,0.20,0.00,4.00
2022-06-19,15.8,0.10,0.00,4.37
2022-06-20,15.3,0.00,0.00,4.74
2022-06-21,13.5,0.00,0.00,4.33
2022-06-22,12.4,0.00,0.00,5.08
2022-06-23,13.0,0.70,0.00,8.08
2022-06-24,12.4,0.10,0.00,6.57
2022-06-25,12.1,0.50,0.00,5.23
2022-06-26,13.1,0.00,0.00,4.92
2022-06-27,14.2,0.10,0.00,6.36
2022-06-28,11.7,0.00,0.00,10.41
2022-06-29,12.7,0.00,0.00,7.86
2022-06-30,13.5,0.30,0.00,5.64
2022-07-01,12.9,0.00,0.00,7.53
2022-07-02,12.7,0.10,0.00,8.96
2022-07-03,12.6,0.00,0.00,7.54
2022-07-04,13.7,0.00,0.00,6.09
2022-07-05,14.1,0.20,0.00,6.07
2022-07-06,13.5,0.00,0.00,3.71
2022-07-07,13.1,0.00,0.00,5.12
2022-07-08,14.2,0.10,0.00,6.84
2022-07-09,13.4,0.50,0.00,8.01
2022-07-10,13.0,0.50,0.00,8.37
2022-07-11,13.2,0.60,0.00,7.72
2022-07-12,13.9,0.70,0.00,6.04
2022-07-13,14.2,0.30,0.00,5.24
2022-07-14,14.5,0.00,0.00,5.18
2022-07-15,14.0,0.00,0.00,4.22
2022-07-16,13.6,0.60,0.00,5.46
2022-07-17,13.4,0.20,0.00,7.96
2022-07-18,13.5,0.40,0.00,8.23
2022-07-19,13.5,0.20,0.00,8.64
2022-07-20,13.2,0.70,0.00,6.43
2022-07-21,12.4,0.90,0.00,5.85
2022-07-22,12.5,0.40,0.00,5.71
2022-07-23,13.4,0.30,0.00,5.20
2022-07-24,14.2,0.00,0.00,3.67
2022-07-25,13.8,0.00,0.00,4.12
2022-07-26,14.4,0.00,0.00,4.13
2022-07-27,14.1,0.00,0.00,3.20
2022-07-28,14.6,0.00,0.00,4.50
2022-07-29,14.3,0.00,0.00,4.96
2022-07-30,14.9,0.60,0.00,4.46
2022-07-31,14.7,0.00,0.00,3.91
2022-08-01,14.9,0.00,0.00,4.20
2022-08-02,14.4,0.00,0.00,6.08
2022-08-03,14.0,0.30,0.00,4.49
2022-08-04,14.3,0.00,0.00,4.22
2022-08-05,13.8,0.00,0.00,3.80
2022-08-06,13.9,0.00,0.00,3.61
2022-08-07,13.5,0.00,0.00,4.00
2022-08-08,13.2,0.00,0.00,4.78
2022-08-09,12.8,0.00,0.00,6.32
2022-08-10,13.0,1.00,0.00,6.51
2022-08-11,12.9,0.10,0.00,6.95
2022-08-12,13.8,0.10,0.00,6.28
2022-08-13,12.8,0.00,0.00,6.31
2022-08-14,14.3,0.00,0.00,4.67
2022-08-15,14.1,0.00,0.00,3.28
2022-08-16,16.9,0.10,0.00,3.90
2022-08-17,16.5,0.00,0.00,5.40
2022-08-18,15.8,0.00,0.00,3.83
2022-08-19,14.8,0.00,0.00,3.59
2022-08-20,14.9,0.00,0.00,3.42
2022-08-21,16.4,0.00,0.00,5.85
2022-08-22,14.8,0.00,0.00,7.29
2022-08-23,14.3,0.00,0.00,4.93
2022-08-24,13.5,0.30,0.00,6.71
2022-08-25,13.5,0.40,0.00,6.24
2022-08-26,13.7,0.40,0.00,5.51
2022-08-27,13.3,0.00,0.00,6.20
2022-08-28,14.0,0.50,0.00,3.44
2022-08-29,16.5,0.00,0.00,4.30
2022-08-30,17.8,0.00,0.00,4.92
2022-08-31,17.9,0.00,0.00,4.57
2022-09-01,14.8,0.00,0.00,5.20
2022-09-02,14.7,0.00,0.00,5.64
2022-09-03,15.3,0.00,0.00,5.11
2022-09-04,14.4,0.00,0.00,5.60
2022-09-05,14.5,0.40,0.00,6.11
2022-09-06,14.9,0.50,0.00,5.67
2022-09-07,15.1,0.00,0.00,3.91
2022-09-08,15.0,0.00,0.00,4.27
2022-09-09,15.1,0.00,0.00,4.40
2022-09-10,15.2,0.00,0.00,4.13
2022-09-11,15.9,0.00,0.00,4.59
2022-09-12,14.4,0.00,0.00,4.40
2022-09-13,15.5,0.00,0.00,4.79
2022-09-14,15.4,0.00,0.00,5.37
2022-09-15,13.7,0.00,0.00,7.13
2022-09-16,14.6,0.00,0.00,5.22
2022-09-17,14.6,0.10,0.00,5.16
2022-09-18,16.1,0.00,0.00,4.96
2022-09-19,15.5,0.10,0.00,4.80
2022-09-20,15.5,0.20,0.00,5.22
2022-09-21,15.1,0.00,0.00,6.94
2022-09-22,15.3,0.90,0.00,6.40
2022-09-23,15.7,0.00,0.00,5.90
2022-09-24,17.0,0.00,0.00,5.79
2022-09-25,16.4,0.00,0.00,5.91
2022-09-26,16.0,0.10,0.00,5.80
2022-09-27,15.8,0.00,0.00,4.67
2022-09-28,15.3,0.00,0.00,5.35
2022-09-29,15.3,0.00,0.00,5.43
2022-09-30,16.2,0.00,0.00,5.10
2022-10-01,16.8,0.00,0.00,5.43
2022-10-02,17.2,0.00,0.00,5.32
2022-10-03,18.3,0.00,0.00,4.53
2022-10-04,18.2,0.00,0.00,5.11
2022-10-05,18.1,0.00,0.00,4.95
2022-10-06,17.9,0.00,0.00,5.41
2022-10-07,17.3,0.00,0.00,5.48
2022-10-08,16.9,0.00,0.00,5.17
2022-10-09,16.3,0.00,0.00,5.79
2022-10-10,16.4,0.00,0.00,4.79
2022-10-11,17.5,0.00,0.00,5.49
2022-10-12,17.1,0.00,0.00,5.41
2022-10-13,17.2,0.00,0.00,6.32
2022-10-14,16.2,0.30,0.00,6.01
2022-10-15,16.3,0.00,0.00,4.67
2022-10-16,18.2,0.00,0.00,5.01
2022-10-17,18.1,0.00,0.00,5.36
2022-10-18,17.4,0.00,0.00,5.54
2022-10-19,17.6,0.00,0.00,5.81
2022-10-20,17.9,0.00,0.00,4.92
2022-10-21,18.7,0.00,0.00,4.70
2022-10-22,19.5,0.00,0.00,3.64
2022-10-23,20.0,0.10,0.00,5.50
2022-10-24,20.5,0.10,0.00,4.04
2022-10-25,20.4,0.80,0.00,4.12
2022-10-26,20.4,0.10,0.00,4.51
2022-10-27,20.7,0.50,0.00,3.08
2022-10-28,20.2,2.30,0.00,4.77
2022-10-29,19.3,13.60,0.00,4.12
2022-10-30,18.4,0.40,0.00,4.70
2022-10-31,18.4,0.00,0.00,4.20
2022-11-01,19.4,0.00,0.00,4.62
2022-11-02,19.8,0.00,0.00,4.93
2022-11-03,19.7,1.40,0.00,2.51
2022-11-04,18.3,10.50,0.00,2.31
2022-11-05,19.8,0.20,0.00,4.10
2022-11-06,19.8,0.00,0.00,4.37
2022-11-07,19.4,0.00,0.00,5.36
2022-11-08,19.2,0.40,0.00,3.89
2022-11-09,19.2,2.00,0.00,2.31
2022-11-10,19.8,0.40,0.00,3.48
2022-11-11,19.9,0.00,0.00,4.48
2022-11-12,19.4,0.40,0.00,4.43
2022-11-13,20.4,0.00,0.00,3.73
2022-11-14,20.6,0.50,0.00,5.47
2022-11-15,19.9,1.20,0.00,4.41
2022-11-16,19.9,15.00,0.00,4.46
2022-11-17,18.7,12.60,0.00,5.59
2022-11-18,19.5,0.40,0.00,1.98
2022-11-19,20.4,0.40,0.00,2.76
2022-11-20,19.8,5.40,0.00,5.31
2022-11-21,20.3,4.20,0.00,5.92
2022-11-22,18.6,18.10,0.00,5.10
2022-11-23,17.9,4.20,0.00,4.78
2022-11-24,18.3,4.10,0.00,5.50
2022-11-25,18.5,0.00,0.00,4.54
2022-11-26,18.8,0.00,0.00,4.59
2022-11-27,18.9,0.00,0.00,4.82
2022-11-28,20.3,0.30,0.00,3.81
2022-11-29,19.4,11.90,0.00,2.56
2022-11-30,19.1,16.10,0.00,3.28
2022-12-01,19.7,2.00,0.00,4.33
2022-12-02,20.1,2.70,0.00,3.11
2022-12-03,19.9,17.60,0.00,3.77
2022-12-04,19.6,12.80,0.00,3.62
2022-12-05,19.1,10.30,0.00,5.22
2022-12-06,19.4,0.20,0.00,4.90
2022-12-07,19.0,0.00,0.00,5.25
2022-12-08,19.1,0.00,0.00,5.35
2022-12-09,19.0,0.80,0.00,5.24
2022-12-10,19.4,1.60,0.00,5.20
2022-12-11,19.7,1.90,0.00,4.56
2022-12-12,19.2,13.60,0.00,5.14
2022-12-13,18.6,5.00,0.00,4.91
2022-12-14,18.2,6.90,0.00,3.98
2022-12-15,18.8,14.70,0.00,2.42
2022-12-16,18.9,11.50,0.00,3.16
2022-12-17,19.4,21.10,0.00,3.16
2022-12-18,19.7,19.80,0.00,2.72
2022-12-19,20.1,9.10,0.00,3.61
2022-12-20,19.9,8.40,0.00,2.33
2022-12-21,19.6,15.40,0.00,3.58
2022-12-22,19.6,4.10,0.00,5.53
2022-12-23,20.0,1.70,0.00,4.40
2022-12-24,19.7,8.50,0.00,3.20
2022-12-25,19.1,13.00,0.00,4.19
2022-12-26,19.3,15.80,0.00,3.32
2022-12-27,20.3,0.10,0.00,5.30
2022-12-28,20.1,12.30,0.00,3.86
2022-12-29,20.0,0.30,0.00,4.44
2022-12-30,20.5,0.00,0.00,4.32
2022-12-31,20.9,1.50,0.00,3.10
