time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2022-05-02,12.4,0.00,0.00,5.22
2022-05-03,12.9,0.00,0.00,6.26
2022-05-04,15.9,0.00,0.00,5.75
2022-05-05,16.8,0.00,0.00,4.12
2022-05-06,18.2,0.70,0.00,5.26
2022-05-07,17.1,0.00,0.00,6.51
2022-05-08,13.9,4.40,0.00,5.02
2022-05-09,17.1,0.00,0.00,3.61
2022-05-10,18.3,0.30,0.00,4.10
2022-05-11,17.7,0.00,0.00,4.67
2022-05-12,19.6,0.00,0.00,5.06
2022-05-13,17.3,0.00,0.00,8.23
2022-05-14,14.7,0.00,0.00,7.82
2022-05-15,14.6,0.00,0.00,8.00
2022-05-16,16.2,0.00,0.00,7.38
2022-05-17,18.5,0.00,0.00,5.49
2022-05-18,19.1,0.70,0.00,6.75
2022-05-19,18.9,0.00,0.00,6.96
2022-05-20,18.7,0.40,0.00,4.60
2022-05-21,17.8,0.00,0.00,5.54
2022-05-22,18.7,0.00,0.00,5.61
2022-05-23,20.0,0.00,0.00,5.48
2022-05-24,21.1,0.00,0.00,5.10
2022-05-25,18.4,8.10,0.00,6.12
2022-05-26,18.0,0.00,0.00,7.61
2022-05-27,17.6,0.00,0.00,6.71
2022-05-28,20.4,0.00,0.00,6.41
2022-05-29,21.1,0.70,0.00,4.46
2022-05-30,18.6,2.60,0.00,6.35
2022-05-31,19.6,0.00,0.00,6.84
2022-06-01,19.6,0.00,0.00,5.82
2022-06-02,19.5,0.00,0.00,5.08
2022-06-03,23.6,0.00,0.00,5.11
2022-06-04,24.9,0.00,0.00,4.28
2022-06-05,21.4,11.60,0.00,5.35
2022-06-06,17.0,10.80,0.00,6.14
2022-06-07,19.2,0.00,0.00,4.93
2022-06-08,19.6,3.20,0.00,4.15
2022-06-09,19.4,7.50,0.00,4.23
2022-06-10,20.8,0.90,0.00,3.68
2022-06-11,22.6,4.10,0.00,4.68
2022-06-12,23.1,7.60,0.00,4.73
2022-06-13,21.5,6.60,0.00,5.85
2022-06-14,20.4,12.20,0.00,7.47
2022-06-15,18.1,13.10,0.00,4.21
2022-06-16,19.1,0.30,0.00,3.99
2022-06-17,22.4,0.00,0.00,5.44
2022-06-18,22.9,2.10,0.00,4.65
2022-06-19,22.9,0.20,0.00,3.93
2022-06-20,24.3,0.00,0.00,3.81
2022-06-21,25.4,0.00,0.00,5.02
2022-06-22,24.4,0.00,0.00,4.12
2022-06-23,23.8,45.40,0.00,7.96
2022-06-24,22.5,0.80,0.00,6.65
2022-06-25,25.7,0.20,0.00,6.71
2022-06-26,25.9,6.50,0.00,7.65
2022-06-27,24.9,16.80,0.00,9.43
2022-06-28,25.2,43.40,0.00,10.29
2022-06-29,24.4,87.80,0.00,7.02
2022-06-30,23.9,53.60,0.00,5.97
2022-07-01,25.8,0.90,0.00,4.17
2022-07-02,26.9,0.00,0.00,2.24
2022-07-03,27.8,0.00,0.00,3.01
2022-07-04,27.6,2.90,0.00,4.07
2022-07-05,27.4,6.30,0.00,3.50
2022-07-06,28.0,4.10,0.00,4.34
2022-07-07,26.5,26.20,0.00,7.42
2022-07-08,24.5,1.10,0.00,4.74
2022-07-09,25.7,0.50,0.00,4.08
2022-07-10,26.7,4.10,0.00,3.10
2022-07-11,25.3,1.00,0.00,3.67
2022-07-12,26.2,6.60,0.00,4.39
2022-07-13,24.2,54.30,0.00,7.20
2022-07-14,24.0,0.00,0.00,4.96
2022-07-15,24.1,0.40,0.00,4.12
2022-07-16,24.2,5.40,0.00,3.21
2022-07-17,24.3,0.40,0.00,4.18
2022-07-18,25.9,0.50,0.00,2.60
2022-07-19,25.5,2.00,0.00,4.91
2022-07-20,25.1,28.20,0.00,4.36
2022-07-21,23.8,2.40,0.00,4.53
2022-07-22,24.0,3.60,0.00,3.60
2022-07-23,24.3,27.60,0.00,5.12
2022-07-24,25.1,0.90,0.00,3.32
2022-07-25,25.6,0.00,0.00,4.59
2022-07-26,27.4,0.10,0.00,2.82
2022-07-27,26.5,0.00,0.00,3.58
2022-07-28,28.0,0.30,0.00,3.68
2022-07-29,28.6,1.90,0.00,3.52
2022-07-30,28.8,3.80,0.00,3.62
2022-07-31,26.5,45.80,0.00,5.34
2022-08-01,27.9,19.00,0.00,5.78
2022-08-02,26.5,30.10,0.00,6.46
2022-08-03,26.6,6.00,0.00,4.43
2022-08-04,27.0,1.10,0.00,4.27
2022-08-05,27.6,1.20,0.00,4.96
2022-08-06,27.5,11.90,0.00,3.91
2022-08-07,27.6,23.10,0.00,6.40
2022-08-08,25.6,137.40,0.00,6.22
2022-08-09,22.8,46.50,0.00,7.66
2022-08-10,24.0,30.80,0.00,3.06
2022-08-11,22.7,6.10,0.00,2.91
2022-08-12,24.6,0.00,0.00,3.81
2022-08-13,24.6,16.00,0.00,2.88
2022-08-14,27.1,3.40,0.00,6.95
2022-08-15,26.5,9.90,0.00,10.59
2022-08-16,24.3,0.00,0.00,3.71
2022-08-17,23.6,4.20,0.00,2.60
2022-08-18,24.2,0.20,0.00,3.47
2022-08-19,25.4,42.70,0.00,7.30
2022-08-20,26.5,0.10,0.00,4.11
2022-08-21,26.0,1.40,0.00,2.13
2022-08-22,25.1,11.20,0.00,4.99
2022-08-23,24.1,0.00,0.00,3.92
2022-08-24,23.2,0.00,0.00,5.02
2022-08-25,20.1,4.50,0.00,4.02
2022-08-26,21.8,1.00,0.00,4.12
2022-08-27,18.6,0.00,0.00,4.99
2022-08-28,21.8,0.40,0.00,3.22
2022-08-29,19.5,25.00,0.00,3.03
2022-08-30,19.1,19.80,0.00,3.75
2022-08-31,20.3,0.20,0.00,2.73
2022-09-01,22.4,0.00,0.00,2.63
2022-09-02,23.2,0.00,0.00,4.92
2022-09-03,23.2,2.10,0.00,4.70
2022-09-04,22.2,49.20,0.00,6.36
2022-09-05,18.4,136.50,0.00,8.00
2022-09-06,20.2,0.10,0.00,6.62
2022-09-07,20.0,0.00,0.00,3.60
2022-09-08,21.0,0.00,0.00,2.40
2022-09-09,21.8,0.00,0.00,2.75
2022-09-10,22.4,0.10,0.00,3.91
2022-09-11,21.1,1.30,0.00,2.89
2022-09-12,23.2,0.10,0.00,1.99
2022-09-13,24.2,1.40,0.00,4.83
2022-09-14,22.9,0.00,0.00,7.23
2022-09-15,24.8,11.80,0.00,5.56
2022-09-16,24.6,39.10,0.00,5.80
2022-09-17,23.5,0.80,0.00,3.40
2022-09-18,26.4,0.00,0.00,5.47
2022-09-19,20.7,0.00,0.00,6.51
2022-09-20,17.0,0.00,0.00,3.55
2022-09-21,17.7,0.00,0.00,3.09
2022-09-22,17.7,0.00,0.00,3.49
2022-09-23,15.0,3.40,0.00,8.92
2022-09-24,17.3,0.00,0.00,3.78
2022-09-25,17.9,0.00,0.00,2.41
2022-09-26,17.8,0.00,0.00,2.34
2022-09-27,18.5,0.00,0.00,2.42
2022-09-28,18.5,0.00,0.00,2.30
2022-09-29,17.3,0.00,0.00,2.52
2022-09-30,17.6,0.00,0.00,2.60
2022-10-01,19.4,0.60,0.00,2.94
2022-10-02,19.5,68.50,0.00,6.20
2022-10-03,21.4,93.20,0.00,7.84
2022-10-04,16.1,4.40,0.00,4.53
2022-10-05,14.8,2.60,0.00,2.64
2022-10-06,14.7,1.40,0.00,4.22
2022-10-07,12.6,0.20,0.00,3.95
2022-10-08,14.7,0.10,0.00,4.02
2022-10-09,11.4,23.40,0.00,5.35
2022-10-10,8.3,0.70,0.00,7.40
2022-10-11,9.3,0.00,0.00,3.77
2022-10-12,12.2,0.00,0.00,2.75
2022-10-13,13.8,0.00,0.00,2.92
2022-10-14,15.0,0.00,0.00,2.86
2022-10-15,16.4,0.00,0.00,2.55
2022-10-16,13.6,0.00,0.00,5.34
2022-10-17,7.8,0.00,0.00,6.41
2022-10-18,7.4,0.00,0.00,3.98
2022-10-19,8.2,0.00,0.00,3.28
2022-10-20,10.6,0.00,0.00,2.53
2022-10-21,11.8,0.00,0.00,2.88
2022-10-22,12.9,0.20,0.00,4.63
2022-10-23,10.5,0.00,0.00,5.69
2022-10-24,7.7,0.00,0.00,5.09
2022-10-25,9.1,0.00,0.00,3.13
2022-10-26,10.6,0.00,0.00,2.69
2022-10-27,10.8,0.00,0.00,4.19
2022-10-28,11.6,0.00,0.00,3.04
2022-10-29,12.4,0.00,0.00,3.06
2022-10-30,12.8,0.00,0.00,3.40
2022-10-31,12.8,0.00,0.00,3.30
2022-11-01,9.8,0.30,0.00,3.80
2022-11-02,9.1,0.00,0.00,3.18
2022-11-03,6.4,0.00,0.00,4.52
2022-11-04,2.9,0.00,0.00,5.22
2022-11-05,5.9,0.00,0.00,3.41
2022-11-06,7.5,0.00,0.00,2.51
2022-11-07,10.3,0.00,0.00,3.48
2022-11-08,9.3,0.00,0.00,2.91
2022-11-09,9.6,0.00,0.00,2.94
2022-11-10,11.4,0.00,0.00,2.91
2022-11-11,13.4,0.00,0.00,3.52
2022-11-12,15.0,24.80,0.00,6.86
2022-11-13,9.5,0.10,0.00,4.25
2022-11-14,6.6,0.50,0.00,4.49
2022-11-15,7.3,1.50,0.00,3.89
2022-11-16,7.1,0.00,0.00,3.59
2022-11-17,7.6,0.00,0.00,2.85
2022-11-18,9.1,0.00,0.00,2.94
2022-11-19,10.0,0.00,0.00,4.15
2022-11-20,10.5,0.00,0.00,2.84
2022-11-21,9.3,0.00,0.00,3.28
2022-11-22,9.7,1.90,0.00,3.13
2022-11-23,7.5,0.00,0.00,4.63
2022-11-24,7.8,0.00,0.00,2.48
2022-11-25,10.5,2.20,0.00,7.32
2022-11-26,2.0,0.00,0.00,5.47
2022-11-27,6.1,1.10,0.00,4.75
2022-11-28,12.4,26.90,0.00,6.04
2022-11-29,-0.5,0.00,0.07,7.75
2022-11-30,-6.9,0.00,0.00,6.15
2022-12-01,-5.9,0.00,0.00,2.80
2022-12-02,-1.6,0.30,1.40,4.43
2022-12-03,-0.7,0.10,0.00,5.10
2022-12-04,-4.8,0.00,0.00,4.10
2022-12-05,-3.6,0.00,0.00,3.50
2022-12-06,-0.7,0.00,0.07,5.57
2022-12-07,1.4,0.00,0.00,7.20
2022-12-08,1.2,0.00,0.00,2.39
2022-12-09,1.0,0.10,0.00,3.19
2022-12-10,0.1,0.00,0.00,2.42
2022-12-11,-1.3,0.00,0.00,3.26
2022-12-12,1.3,3.10,0.00,3.61
2022-12-13,-4.2,0.00,0.42,8.21
2022-12-14,-8.0,0.00,0.00,4.61
2022-12-15,-6.9,0.00,1.05,4.60
2022-12-16,-7.2,0.00,0.14,3.45
2022-12-17,-8.8,0.00,0.14,5.52
2022-12-18,-10.5,0.00,0.00,4.84
2022-12-19,-7.1,0.00,0.00,3.14
2022-12-20,-1.8,0.00,1.47,4.31
2022-12-21,-2.7,0.30,0.35,4.91
2022-12-22,-10.7,0.00,0.00,7.52
2022-12-23,-11.7,0.00,0.00,8.12
2022-12-24,-8.7,0.00,0.00,2.00
2022-12-25,-6.3,0.00,0.00,3.04
2022-12-26,-6.0,0.00,0.00,2.30
2022-12-27,-3.5,0.00,0.14,4.34
2022-12-28,-5.6,0.00,0.00,4.66
2022-12-29,-3.5,0.00,0.00,2.38
2022-12-30,-3.9,0.00,0.00,3.13
2022-12-31,-1.6,0.00,0.00,4.94
