time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2021-04-25,15.4,0.00,0.00,6.21
2021-04-26,14.5,0.00,0.00,4.75
2021-04-27,14.1,4.00,0.00,5.61
2021-04-28,13.3,0.00,0.00,5.28
2021-04-29,13.3,15.80,0.00,3.91
2021-04-30,11.1,0.90,0.00,4.92
2021-05-01,9.5,4.60,0.00,5.58
2021-05-02,11.2,0.10,0.00,5.10
2021-05-03,12.9,0.20,0.00,4.14
2021-05-04,13.7,33.20,0.00,5.39
2021-05-05,11.2,0.00,0.00,7.75
2021-05-06,15.2,0.00,0.00,6.53
2021-05-07,11.7,7.10,0.00,8.65
2021-05-08,13.3,0.00,0.00,8.65
2021-05-09,13.4,0.80,0.00,7.21
2021-05-10,11.7,5.40,0.00,3.30
2021-05-11,17.7,0.00,0.00,5.19
2021-05-12,18.4,0.00,0.00,4.10
2021-05-13,20.1,0.00,0.00,3.92
2021-05-14,22.0,2.30,0.00,2.98
2021-05-15,21.7,43.40,0.00,3.22
2021-05-16,16.3,36.20,0.00,4.52
2021-05-17,14.9,4.80,0.00,1.84
2021-05-18,16.1,0.00,0.00,4.81
2021-05-19,18.3,0.00,0.00,4.07
2021-05-20,16.8,15.00,0.00,5.03
2021-05-21,15.1,0.80,0.00,3.67
2021-05-22,16.4,0.00,0.00,5.77
2021-05-23,17.7,0.00,0.00,3.50
2021-05-24,16.1,6.80,0.00,5.26
2021-05-25,13.5,1.90,0.00,8.29
2021-05-26,17.4,9.70,0.00,6.37
2021-05-27,14.4,15.20,0.00,7.15
2021-05-28,15.1,9.00,0.00,7.34
2021-05-29,14.4,1.20,0.00,2.84
2021-05-30,19.1,17.10,0.00,3.47
2021-05-31,19.7,2.80,0.00,3.69
2021-06-01,19.2,0.10,0.00,4.52
2021-06-02,21.8,0.00,0.00,3.75
2021-06-03,17.4,18.50,0.00,3.64
2021-06-04,17.7,0.10,0.00,5.92
2021-06-05,19.0,0.10,0.00,5.55
2021-06-06,20.8,0.00,0.00,4.05
2021-06-07,20.5,0.50,0.00,3.11
2021-06-08,22.0,0.00,0.00,2.20
2021-06-09,24.5,0.00,0.00,2.44
2021-06-10,22.8,19.50,0.00,8.73
2021-06-11,20.5,0.00,0.00,4.64
2021-06-12,23.0,0.00,0.00,3.49
2021-06-13,21.5,0.10,0.00,3.71
2021-06-14,22.4,4.80,0.00,2.92
2021-06-15,21.5,6.50,0.00,4.75
2021-06-16,22.1,0.00,0.00,6.60
2021-06-17,20.7,5.60,0.00,4.02
2021-06-18,19.7,1.80,0.00,6.22
2021-06-19,20.1,0.00,0.00,3.67
2021-06-20,21.4,0.60,0.00,6.99
2021-06-21,21.6,0.40,0.00,3.60
2021-06-22,21.5,0.60,0.00,3.58
2021-06-23,21.4,0.70,0.00,3.30
2021-06-24,21.6,0.20,0.00,2.06
2021-06-25,22.4,3.00,0.00,3.93
2021-06-26,21.4,1.00,0.00,2.73
2021-06-27,23.9,1.70,0.00,2.73
2021-06-28,23.3,3.90,0.00,2.62
2021-06-29,23.4,2.30,0.00,2.53
2021-06-30,23.2,3.70,0.00,2.13
2021-07-01,25.4,0.10,0.00,3.26
2021-07-02,25.2,0.00,0.00,4.20
2021-07-03,23.0,58.10,0.00,7.90
2021-07-04,21.7,4.90,0.00,5.95
2021-07-05,22.3,0.00,0.00,3.70
2021-07-06,24.7,1.00,0.00,3.04
2021-07-07,25.1,8.20,0.00,3.41
2021-07-08,24.3,6.10,0.00,2.62
2021-07-09,23.6,8.00,0.00,3.62
2021-07-10,24.0,6.30,0.00,4.47
2021-07-11,24.9,7.10,0.00,5.82
2021-07-12,27.5,1.10,0.00,3.44
2021-07-13,28.0,0.00,0.00,4.20
2021-07-14,27.8,5.40,0.00,4.32
2021-07-15,27.0,8.00,0.00,2.37
2021-07-16,26.8,4.70,0.00,4.05
2021-07-17,26.7,1.00,0.00,3.30
2021-07-18,27.6,2.10,0.00,2.77
2021-07-19,26.0,2.30,0.00,2.89
2021-07-20,27.7,1.20,0.00,2.30
2021-07-21,29.2,0.00,0.00,2.50
2021-07-22,29.2,0.00,0.00,2.50
2021-07-23,29.1,0.00,0.00,2.20
2021-07-24,29.9,0.00,0.00,2.92
2021-07-25,29.7,0.00,0.00,3.48
2021-07-26,29.8,0.00,0.00,4.60
2021-07-27,29.8,0.20,0.00,3.42
2021-07-28,29.4,0.50,0.00,3.24
2021-07-29,28.4,0.10,0.00,4.33
2021-07-30,29.5,3.50,0.00,5.41
2021-07-31,28.3,5.90,0.00,4.10
2021-08-01,26.0,32.30,0.00,2.86
2021-08-02,25.2,2.90,0.00,3.07
2021-08-03,27.0,3.50,0.00,2.92
2021-08-04,27.0,0.50,0.00,4.34
2021-08-05,27.6,4.50,0.00,3.21
2021-08-06,26.3,0.70,0.00,3.75
2021-08-07,26.5,0.00,0.00,2.83
2021-08-08,26.3,2.00,0.00,3.73
2021-08-09,27.4,1.80,0.00,4.30
2021-08-10,26.2,0.20,0.00,4.52
2021-08-11,26.0,0.00,0.00,3.44
2021-08-12,26.6,0.10,0.00,2.87
2021-08-13,26.2,0.00,0.00,3.36
2021-08-14,24.9,0.50,0.00,5.88
2021-08-15,26.2,0.30,0.00,3.82
2021-08-16,26.2,0.10,0.00,3.47
2021-08-17,25.1,1.70,0.00,4.57
2021-08-18,24.5,4.40,0.00,5.10
2021-08-19,25.7,0.50,0.00,4.44
2021-08-20,26.3,5.30,0.00,5.50
2021-08-21,23.4,46.60,0.00,11.46
2021-08-22,23.4,1.00,0.00,5.15
2021-08-23,21.9,52.90,0.00,5.56
2021-08-24,24.2,29.90,0.00,7.21
2021-08-25,23.7,2.50,0.00,3.04
2021-08-26,25.1,0.50,0.00,7.14
2021-08-27,21.1,0.80,0.00,2.78
2021-08-28,23.0,6.50,0.00,4.49
2021-08-29,22.2,0.60,0.00,3.44
2021-08-30,22.6,0.00,0.00,2.72
2021-08-31,20.3,129.40,0.00,6.64
2021-09-01,21.6,4.90,0.00,4.88
2021-09-02,21.8,0.00,0.00,3.69
2021-09-03,22.1,0.10,0.00,4.44
2021-09-04,21.7,0.00,0.00,5.19
2021-09-05,22.1,0.10,0.00,5.04
2021-09-06,21.0,37.20,0.00,6.22
2021-09-07,20.7,15.50,0.00,4.48
2021-09-08,20.9,0.00,0.00,4.68
2021-09-09,22.0,0.00,0.00,2.11
2021-09-10,22.0,0.70,0.00,3.57
2021-09-11,21.7,0.00,0.00,3.40
2021-09-12,22.5,0.00,0.00,3.20
2021-09-13,23.3,0.00,0.00,3.93
2021-09-14,23.0,0.00,0.00,4.79
2021-09-15,21.6,0.00,0.00,6.05
2021-09-16,22.3,0.00,0.00,4.43
2021-09-17,21.3,0.00,0.00,6.04
2021-09-18,22.4,0.00,0.00,2.42
2021-09-19,22.0,0.10,0.00,3.77
2021-09-20,23.4,22.00,0.00,6.85
2021-09-21,21.4,10.40,0.00,6.02
2021-09-22,19.5,3.40,0.00,7.53
2021-09-23,19.4,0.00,0.00,5.59
2021-09-24,21.3,0.00,0.00,3.61
2021-09-25,20.3,0.00,0.00,3.45
2021-09-26,21.0,0.00,0.00,3.90
2021-09-27,20.3,2.00,0.00,3.70
2021-09-28,20.9,15.50,0.00,3.70
2021-09-29,18.5,11.70,0.00,5.69
2021-09-30,19.8,0.00,0.00,2.69
2021-10-01,20.4,2.70,0.00,3.90
2021-10-02,19.3,0.00,0.00,3.16
2021-10-03,21.5,0.30,0.00,4.05
2021-10-04,22.9,9.60,0.00,7.96
2021-10-05,21.8,3.60,0.00,7.12
2021-10-06,19.1,11.10,0.00,4.40
2021-10-07,18.8,2.60,0.00,2.69
2021-10-08,18.8,6.10,0.00,2.83
2021-10-09,21.2,0.90,0.00,3.67
2021-10-10,17.3,13.70,0.00,6.40
2021-10-11,16.4,1.70,0.00,4.73
2021-10-12,16.8,0.10,0.00,4.44
2021-10-13,18.8,0.00,0.00,3.96
2021-10-14,18.1,2.10,0.00,3.61
2021-10-15,16.9,4.10,0.00,5.41
2021-10-16,6.4,0.00,0.00,7.07
2021-10-17,4.8,0.00,0.00,4.08
2021-10-18,10.2,6.60,0.00,2.84
2021-10-19,7.9,0.00,0.00,6.10
2021-10-20,7.9,0.00,0.00,2.94
2021-10-21,8.1,0.00,0.00,2.92
2021-10-22,9.7,0.00,0.00,4.05
2021-10-23,9.0,0.00,0.00,2.65
2021-10-24,9.3,0.00,0.00,2.53
2021-10-25,9.5,0.00,0.00,2.46
2021-10-26,12.1,0.30,0.00,3.16
2021-10-27,10.5,0.00,0.00,4.49
2021-10-28,11.4,0.00,0.00,3.14
2021-10-29,12.1,0.00,0.00,3.71
2021-10-30,11.6,0.00,0.00,2.67
2021-10-31,12.3,2.20,0.00,2.70
2021-11-01,9.7,0.40,0.00,3.42
2021-11-02,9.8,0.00,0.00,3.11
2021-11-03,10.8,0.00,0.00,2.93
2021-11-04,10.5,0.80,0.00,2.60
2021-11-05,10.6,0.00,0.00,3.22
2021-11-06,11.9,0.00,0.00,3.00
2021-11-07,14.8,11.10,0.00,7.66
2021-11-08,5.4,11.30,0.00,7.90
2021-11-09,4.0,1.20,0.00,4.26
2021-11-10,3.6,0.00,0.00,5.64
2021-11-11,3.9,0.10,0.00,6.26
2021-11-12,3.3,0.00,0.00,5.48
2021-11-13,7.3,0.00,0.00,2.62
2021-11-14,9.3,0.30,0.00,4.81
2021-11-15,7.4,0.00,0.00,2.40
2021-11-16,6.0,0.00,0.00,2.86
2021-11-17,5.9,0.00,0.00,2.94
2021-11-18,11.0,1.40,0.00,5.91
2021-11-19,9.0,0.90,0.00,4.11
2021-11-20,7.9,0.00,0.00,2.50
2021-11-21,8.1,7.60,0.00,7.35
2021-11-22,0.4,0.10,0.00,7.40
2021-11-23,-1.1,0.00,0.00,6.36
2021-11-24,4.9,0.00,0.00,6.41
2021-11-25,2.4,0.00,0.00,4.29
2021-11-26,0.7,0.00,0.00,4.24
2021-11-27,0.4,0.00,0.00,2.70
2021-11-28,3.3,0.00,0.00,2.80
2021-11-29,6.1,12.00,0.00,4.22
2021-11-30,1.8,12.30,0.00,7.89
2021-12-01,-2.9,0.00,0.00,7.78
2021-12-02,2.5,0.60,0.00,5.50
2021-12-03,-1.0,0.00,0.00,6.14
2021-12-04,-0.2,0.00,0.00,3.99
2021-12-05,1.1,0.00,0.00,2.65
2021-12-06,3.1,0.00,0.00,3.30
2021-12-07,3.2,0.00,0.00,2.90
2021-12-08,3.7,0.00,0.00,2.92
2021-12-09,5.1,0.00,0.00,3.10
2021-12-10,4.3,0.40,0.00,3.14
2021-12-11,2.9,0.00,0.00,3.48
2021-12-12,-2.3,0.00,0.00,7.43
2021-12-13,-2.1,0.00,0.00,4.22
2021-12-14,4.9,3.30,0.00,3.33
2021-12-15,5.0,0.30,0.00,4.47
2021-12-16,2.1,0.20,0.00,6.78
2021-12-17,-8.1,0.00,0.00,8.77
2021-12-18,-3.9,0.10,3.22,4.74
2021-12-19,-1.9,0.00,0.00,2.79
2021-12-20,3.5,0.00,0.00,5.20
2021-12-21,0.2,0.00,0.00,3.80
2021-12-22,-0.5,0.00,0.00,2.95
2021-12-23,1.4,0.00,0.00,2.30
2021-12-24,-5.5,0.00,0.00,5.69
2021-12-25,-12.5,0.00,0.00,6.24
2021-12-26,-10.9,0.00,0.00,4.66
2021-12-27,-6.7,0.00,0.00,3.02
2021-12-28,-2.6,0.10,0.70,2.63
2021-12-29,-1.1,0.40,0.07,6.33
2021-12-30,-5.0,0.00,0.00,6.58
2021-12-31,-7.4,0.00,0.00,5.66
