time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2025-02-14,1.6,0.00,0.00,2.97
2025-02-15,2.0,0.00,0.00,3.45
2025-02-16,1.9,0.00,0.00,5.14
2025-02-17,-2.0,0.00,0.00,4.91
2025-02-18,-3.1,0.00,0.00,5.51
2025-02-19,-3.4,0.00,0.00,4.59
2025-02-20,-3.2,0.00,0.00,4.55
2025-02-21,-2.6,0.00,0.00,4.47
2025-02-22,-2.9,0.00,0.00,3.86
2025-02-23,-3.5,0.00,0.00,5.44
2025-02-24,-0.8,0.00,0.00,3.78
2025-02-25,2.0,0.10,0.00,6.17
2025-02-26,1.1,0.00,0.00,4.21
2025-02-27,4.5,0.00,0.00,2.04
2025-02-28,4.4,0.00,0.00,2.39
2025-03-01,5.6,2.60,0.00,2.53
2025-03-02,4.2,18.70,4.41,6.53
2025-03-03,1.7,0.00,0.00,6.39
2025-03-04,1.8,0.10,2.24,4.83
2025-03-05,2.5,0.00,0.00,2.70
2025-03-06,3.1,0.00,0.00,3.19
2025-03-07,4.2,0.00,0.00,2.26
2025-03-08,3.6,0.00,0.00,3.18
2025-03-09,4.5,0.00,0.00,2.00
2025-03-10,5.6,0.00,0.00,3.56
2025-03-11,7.8,0.00,0.00,2.52
2025-03-12,6.6,0.10,0.00,4.32
2025-03-13,8.2,0.00,0.00,2.88
2025-03-14,10.9,0.00,0.00,2.80
2025-03-15,9.7,1.40,0.00,4.54
2025-03-16,1.8,0.30,0.00,6.69
2025-03-17,1.8,0.00,1.75,4.14
2025-03-18,0.1,0.10,0.35,5.17
2025-03-19,1.9,0.00,0.00,3.82
2025-03-20,7.3,0.00,0.00,4.77
2025-03-21,9.3,0.00,0.00,3.73
2025-03-22,10.5,0.00,0.00,4.16
2025-03-23,14.1,0.80,0.00,3.29
2025-03-24,12.1,0.00,0.00,4.67
2025-03-25,10.0,0.30,0.00,7.37
2025-03-26,16.1,0.40,0.00,3.37
2025-03-27,10.1,4.70,0.00,5.35
2025-03-28,5.0,0.00,0.00,6.05
2025-03-29,1.6,0.30,1.47,6.53
2025-03-30,2.9,0.00,0.28,5.90
2025-03-31,6.5,0.00,0.00,3.53
2025-04-01,8.9,0.00,0.00,2.77
2025-04-02,6.8,0.80,0.00,4.39
2025-04-03,9.4,0.00,0.00,4.17
2025-04-04,9.8,1.20,0.00,3.47
2025-04-05,6.9,13.20,0.00,2.78
2025-04-06,8.5,0.00,0.00,4.45
2025-04-07,12.5,0.00,0.00,4.19
2025-04-08,11.7,0.00,0.00,4.40
2025-04-09,11.0,1.00,0.00,3.75
2025-04-10,12.2,0.00,0.00,3.25
2025-04-11,16.5,0.00,0.00,3.00
2025-04-12,10.0,12.40,4.34,5.11
2025-04-13,4.8,3.70,4.48,8.10
2025-04-14,4.2,7.20,0.14,3.49
2025-04-15,7.9,0.00,0.00,4.57
2025-04-16,14.9,0.10,0.00,3.39
2025-04-17,17.8,0.10,0.00,4.76
2025-04-18,16.3,0.60,0.00,2.50
2025-04-19,12.7,21.80,0.00,5.66
2025-04-20,16.4,0.00,0.00,2.44
2025-04-21,19.4,13.20,0.00,3.23
2025-04-22,14.8,15.30,0.00,2.82
2025-04-23,14.8,0.00,0.00,2.35
2025-04-24,11.9,0.00,0.00,5.00
2025-04-25,10.8,0.00,0.00,5.57
2025-04-26,12.7,0.00,0.00,4.19
2025-04-27,12.7,0.00,0.00,4.51
2025-04-28,12.6,0.00,0.00,5.74
2025-04-29,13.1,0.00,0.00,3.29
2025-04-30,17.1,0.10,0.00,4.29
2025-05-01,11.7,18.30,0.00,4.35
2025-05-02,12.9,7.30,0.00,5.15
2025-05-03,10.3,2.70,0.00,4.66
2025-05-04,12.5,0.00,0.00,6.33
2025-05-05,11.0,0.40,0.00,2.72
2025-05-06,13.4,0.00,0.00,3.09
2025-05-07,13.5,0.10,0.00,3.06
2025-05-08,17.2,0.30,0.00,2.87
2025-05-09,14.1,37.00,0.00,5.57
2025-05-10,11.7,2.60,0.00,5.10
2025-05-11,13.8,0.00,0.00,3.11
2025-05-12,17.0,0.00,0.00,3.36
2025-05-13,18.3,0.00,0.00,3.64
2025-05-14,20.5,3.80,0.00,3.72
2025-05-15,18.3,0.30,0.00,3.52
2025-05-16,18.2,18.80,0.00,3.11
2025-05-17,16.1,3.60,0.00,5.79
2025-05-18,14.4,0.00,0.00,3.72
2025-05-19,17.5,0.20,0.00,4.96
2025-05-20,22.3,0.60,0.00,4.82
2025-05-21,23.3,0.30,0.00,3.78
2025-05-22,21.5,0.00,0.00,3.05
2025-05-23,18.6,3.00,0.00,3.58
2025-05-24,14.7,0.10,0.00,3.90
2025-05-25,16.8,0.00,0.00,3.63
2025-05-26,19.5,0.00,0.00,3.22
2025-05-27,20.5,0.20,0.00,2.92
2025-05-28,19.6,2.60,0.00,2.55
2025-05-29,21.7,0.60,0.00,3.11
2025-05-30,23.0,0.00,0.00,2.91
2025-05-31,22.4,0.00,0.00,3.48
2025-06-01,23.4,0.00,0.00,3.80
2025-06-02,20.8,0.70,0.00,2.03
2025-06-03,20.2,0.50,0.00,5.84
2025-06-04,20.8,0.00,0.00,7.21
2025-06-05,22.7,0.00,0.00,4.03
2025-06-06,24.0,0.00,0.00,5.02
2025-06-07,23.4,1.90,0.00,4.74
2025-06-08,24.8,0.10,0.00,3.95
2025-06-09,23.4,0.40,0.00,3.89
2025-06-10,20.8,1.50,0.00,4.25
2025-06-11,23.1,0.00,0.00,4.64
2025-06-12,26.4,0.00,0.00,4.70
2025-06-13,23.6,1.70,0.00,3.29
2025-06-14,25.8,0.00,0.00,4.11
2025-06-15,25.6,16.10,0.00,4.98
2025-06-16,22.8,1.60,0.00,4.80
2025-06-17,24.0,0.00,0.00,3.91
2025-06-18,25.5,0.00,0.00,3.20
2025-06-19,27.6,19.80,0.00,4.63
2025-06-20,22.2,34.50,0.00,7.88
2025-06-21,20.7,0.70,0.00,2.87
2025-06-22,21.9,0.00,0.00,3.27
2025-06-23,25.3,0.00,0.00,1.86
2025-06-24,23.4,5.10,0.00,3.47
2025-06-25,21.0,3.90,0.00,2.82
2025-06-26,22.2,0.40,0.00,2.94
2025-06-27,24.6,5.70,0.00,2.21
