time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2024-02-29,12.3,2.00,0.00,11.05
2024-03-01,11.4,10.40,0.00,11.94
2024-03-02,9.8,12.80,0.07,12.76
2024-03-03,9.7,8.00,0.00,12.10
2024-03-04,9.8,0.50,0.00,7.93
2024-03-05,12.0,1.90,0.00,6.96
2024-03-06,11.7,22.20,0.00,6.69
2024-03-07,10.8,0.00,0.00,4.59
2024-03-08,11.1,0.00,0.00,5.97
2024-03-09,11.5,0.00,0.00,6.16
2024-03-10,11.6,0.00,0.00,6.30
2024-03-11,11.5,14.30,0.00,6.36
2024-03-12,12.5,5.20,0.00,7.24
2024-03-13,11.1,0.00,0.00,7.61
2024-03-14,13.7,0.00,0.00,10.20
2024-03-15,15.5,0.00,0.00,8.50
2024-03-16,14.1,0.00,0.00,6.20
2024-03-17,12.6,0.00,0.00,6.32
2024-03-18,12.7,0.00,0.00,5.94
2024-03-19,12.7,0.00,0.00,7.38
2024-03-20,12.2,0.00,0.00,7.07
2024-03-21,12.8,0.00,0.00,6.40
2024-03-22,13.3,2.30,0.00,9.14
2024-03-23,11.8,20.90,0.00,8.12
2024-03-24,11.7,2.30,0.00,7.91
2024-03-25,11.8,0.00,0.00,8.51
2024-03-26,12.0,0.00,0.00,8.26
2024-03-27,11.7,4.90,0.00,8.57
2024-03-28,12.5,3.10,0.00,8.60
2024-03-29,10.4,17.10,0.00,10.87
2024-03-30,11.3,4.10,0.00,8.18
2024-03-31,12.0,0.70,0.00,5.85
2024-04-01,12.0,0.00,0.00,7.30
2024-04-02,12.6,0.00,0.00,6.12
2024-04-03,12.5,0.00,0.00,9.80
2024-04-04,10.0,5.50,0.00,9.53
2024-04-05,8.4,2.50,0.00,8.17
2024-04-06,9.8,0.00,0.00,8.72
2024-04-07,10.9,0.70,0.00,6.45
2024-04-08,12.2,0.10,0.00,7.43
2024-04-09,12.9,0.00,0.00,7.47
2024-04-10,13.6,0.00,0.00,5.81
2024-04-11,14.0,0.00,0.00,6.00
2024-04-12,12.8,0.20,0.00,8.30
2024-04-13,11.5,13.70,0.00,8.40
2024-04-14,9.9,4.20,0.00,7.51
2024-04-15,11.3,0.20,0.00,6.62
2024-04-16,12.5,0.00,0.00,6.32
2024-04-17,14.0,0.00,0.00,6.03
2024-04-18,14.1,0.00,0.00,6.71
2024-04-19,12.3,0.00,0.00,6.84
2024-04-20,13.1,0.00,0.00,6.84
2024-04-21,14.0,0.00,0.00,5.71
2024-04-22,14.2,0.00,0.00,8.18
2024-04-23,13.6,0.40,0.00,8.36
2024-04-24,13.7,0.10,0.00,7.07
2024-04-25,12.9,0.00,0.00,10.06
2024-04-26,13.7,0.00,0.00,10.34
2024-04-27,12.9,0.00,0.00,10.00
2024-04-28,14.0,0.00,0.00,8.94
2024-04-29,13.9,0.00,0.00,9.61
2024-04-30,13.0,0.00,0.00,9.28
2024-05-01,14.3,0.00,0.00,7.45
2024-05-02,15.8,0.00,0.00,8.32
2024-05-03,14.7,0.00,0.00,8.58
2024-05-04,12.4,20.80,0.00,9.25
2024-05-05,10.7,0.00,0.00,9.29
2024-05-06,11.3,0.00,0.00,8.78
2024-05-07,12.4,0.00,0.00,8.40
2024-05-08,16.5,0.00,0.00,8.20
2024-05-09,20.3,0.00,0.00,7.36
2024-05-10,15.9,0.00,0.00,8.04
2024-05-11,14.9,0.00,0.00,6.96
2024-05-12,13.8,0.00,0.00,7.56
2024-05-13,13.2,0.00,0.00,7.75
2024-05-14,12.7,0.00,0.00,7.19
2024-05-15,12.9,0.00,0.00,8.15
2024-05-16,13.9,0.00,0.00,7.88
2024-05-17,13.6,0.00,0.00,7.72
2024-05-18,13.3,0.00,0.00,8.65
2024-05-19,12.8,0.00,0.00,8.08
2024-05-20,13.4,0.00,0.00,7.40
2024-05-21,14.3,0.00,0.00,8.43
2024-05-22,16.0,0.00,0.00,7.27
2024-05-23,14.9,0.00,0.00,8.70
2024-05-24,12.8,0.00,0.00,10.54
2024-05-25,12.4,0.00,0.00,10.79
2024-05-26,12.4,0.00,0.00,8.57
2024-05-27,13.0,0.00,0.00,6.71
2024-05-28,13.6,0.00,0.00,8.51
2024-05-29,15.5,0.00,0.00,8.70
2024-05-30,16.4,0.00,0.00,6.96
2024-05-31,15.3,0.00,0.00,7.26
2024-06-01,14.9,0.00,0.00,10.04
2024-06-02,15.4,0.00,0.00,11.29
2024-06-03,15.5,0.00,0.00,9.67
2024-06-04,16.8,0.00,0.00,10.75
2024-06-05,19.8,0.00,0.00,11.05
2024-06-06,16.1,0.00,0.00,8.04
2024-06-07,14.6,0.00,0.00,9.36
2024-06-08,14.3,0.00,0.00,9.49
2024-06-09,14.9,0.00,0.00,9.32
2024-06-10,14.3,0.00,0.00,8.72
2024-06-11,15.7,0.00,0.00,7.53
2024-06-12,16.7,0.00,0.00,9.57
2024-06-13,13.7,0.00,0.00,9.42
2024-06-14,14.8,0.00,0.00,9.02
2024-06-15,16.5,0.00,0.00,9.29
2024-06-16,16.8,0.00,0.00,10.97
2024-06-17,16.4,0.00,0.00,11.61
2024-06-18,17.8,0.00,0.00,9.75
2024-06-19,14.1,0.00,0.00,8.93
2024-06-20,12.8,0.00,0.00,9.22
2024-06-21,13.3,0.00,0.00,8.51
2024-06-22,14.2,0.00,0.00,8.01
2024-06-23,14.4,0.00,0.00,7.25
2024-06-24,14.1,0.00,0.00,7.52
2024-06-25,13.9,0.00,0.00,7.44
2024-06-26,13.9,0.00,0.00,9.59
2024-06-27,15.6,0.00,0.00,9.49
2024-06-28,15.6,0.00,0.00,8.40
2024-06-29,15.3,0.00,0.00,7.93
2024-06-30,19.0,0.00,0.00,8.88
2024-07-01,17.8,0.00,0.00,8.61
2024-07-02,17.8,0.00,0.00,7.12
2024-07-03,17.9,0.00,0.00,7.55
2024-07-04,16.0,0.00,0.00,7.28
2024-07-05,14.7,0.00,0.00,7.78
2024-07-06,17.0,0.00,0.00,8.01
2024-07-07,16.4,0.00,0.00,7.70
2024-07-08,15.6,0.00,0.00,7.75
2024-07-09,16.2,0.00,0.00,8.32
2024-07-10,16.3,0.00,0.00,7.21
2024-07-11,16.2,0.00,0.00,6.62
2024-07-12,15.8,0.00,0.00,7.08
2024-07-13,14.8,0.00,0.00,8.77
2024-07-14,15.6,0.00,0.00,8.24
2024-07-15,15.4,0.00,0.00,7.43
2024-07-16,15.6,0.00,0.00,7.14
2024-07-17,16.6,0.00,0.00,8.61
2024-07-18,17.4,0.00,0.00,8.08
2024-07-19,18.9,0.00,0.00,7.88
2024-07-20,20.2,0.00,0.00,8.30
2024-07-21,17.1,0.00,0.00,7.44
2024-07-22,16.1,0.00,0.00,7.16
2024-07-23,17.0,0.00,0.00,7.20
2024-07-24,18.4,0.00,0.00,6.84
2024-07-25,15.9,0.00,0.00,7.07
2024-07-26,15.9,0.00,0.00,9.55
2024-07-27,15.0,0.40,0.00,9.12
2024-07-28,14.9,0.00,0.00,7.89
2024-07-29,15.1,0.00,0.00,9.11
2024-07-30,15.8,0.00,0.00,8.94
2024-07-31,15.2,0.00,0.00,8.16
2024-08-01,15.0,0.00,0.00,7.15
2024-08-02,15.8,0.00,0.00,7.37
2024-08-03,16.2,0.00,0.00,6.80
2024-08-04,15.3,0.00,0.00,8.70
2024-08-05,14.8,0.00,0.00,8.76
2024-08-06,15.5,0.00,0.00,8.42
2024-08-07,15.9,0.00,0.00,8.04
2024-08-08,14.7,0.00,0.00,8.71
2024-08-09,14.4,0.00,0.00,8.57
2024-08-10,15.4,0.00,0.00,8.45
2024-08-11,15.1,0.00,0.00,8.15
2024-08-12,15.2,0.00,0.00,9.22
2024-08-13,15.8,0.00,0.00,8.46
2024-08-14,17.0,0.00,0.00,8.12
2024-08-15,17.7,0.00,0.00,8.80
2024-08-16,17.9,0.00,0.00,8.42
2024-08-17,17.5,0.00,0.00,8.00
2024-08-18,16.3,0.00,0.00,7.89
2024-08-19,15.9,0.00,0.00,8.42
2024-08-20,17.7,0.00,0.00,8.50
2024-08-21,16.8,0.00,0.00,8.63
2024-08-22,16.1,0.30,0.00,8.80
2024-08-23,16.5,0.40,0.00,7.64
2024-08-24,17.4,1.70,0.00,6.07
2024-08-25,16.8,0.00,0.00,7.20
2024-08-26,17.8,0.00,0.00,6.80
2024-08-27,17.2,0.00,0.00,5.98
2024-08-28,17.4,0.00,0.00,6.50
2024-08-29,16.3,0.00,0.00,6.72
2024-08-30,16.5,0.00,0.00,7.45
2024-08-31,15.8,0.00,0.00,8.02
2024-09-01,16.3,0.00,0.00,7.99
2024-09-02,17.2,0.00,0.00,8.22
2024-09-03,18.4,0.00,0.00,7.71
2024-09-04,18.2,0.00,0.00,6.79
2024-09-05,15.9,0.00,0.00,6.39
2024-09-06,17.0,0.00,0.00,6.84
2024-09-07,16.1,0.00,0.00,7.08
2024-09-08,15.8,0.00,0.00,6.90
2024-09-09,15.2,0.00,0.00,6.42
2024-09-10,15.4,0.00,0.00,7.29
2024-09-11,16.4,0.00,0.00,10.53
2024-09-12,17.1,0.00,0.00,9.96
2024-09-13,16.6,0.00,0.00,6.43
2024-09-14,15.4,0.00,0.00,6.81
2024-09-15,15.2,0.00,0.00,10.60
2024-09-16,15.1,1.90,0.00,10.55
2024-09-17,14.6,0.00,0.00,6.14
2024-09-18,15.5,0.30,0.00,5.92
2024-09-19,14.5,0.70,0.00,7.02
2024-09-20,14.4,0.00,0.00,7.35
2024-09-21,15.1,0.00,0.00,6.74
2024-09-22,14.8,0.00,0.00,6.74
2024-09-23,17.1,0.00,0.00,6.43
2024-09-24,17.2,0.00,0.00,7.16
2024-09-25,15.3,0.00,0.00,7.61
2024-09-26,15.4,0.00,0.00,6.23
2024-09-27,16.9,0.00,0.00,5.75
2024-09-28,16.1,0.00,0.00,7.34
2024-09-29,15.2,0.00,0.00,7.91
2024-09-30,17.4,0.00,0.00,6.56
2024-10-01,22.7,0.00,0.00,6.36
2024-10-02,21.1,0.00,0.00,5.41
2024-10-03,18.5,0.00,0.00,5.26
2024-10-04,16.4,0.00,0.00,5.85
2024-10-05,22.5,0.00,0.00,5.15
2024-10-06,25.3,0.00,0.00,7.75
2024-10-07,24.2,0.00,0.00,7.60
2024-10-08,20.6,0.00,0.00,6.46
2024-10-09,16.4,0.00,0.00,6.86
2024-10-10,16.4,0.00,0.00,5.64
2024-10-11,15.1,0.00,0.00,6.00
2024-10-12,17.2,0.00,0.00,5.14
2024-10-13,18.6,0.00,0.00,6.26
2024-10-14,15.9,0.00,0.00,6.53
2024-10-15,16.1,0.00,0.00,7.22
2024-10-16,15.7,6.00,0.00,7.83
2024-10-17,15.7,0.00,0.00,7.52
2024-10-18,18.3,0.00,0.00,7.14
2024-10-19,19.7,0.00,0.00,5.95
2024-10-20,18.3,0.00,0.00,3.87
2024-10-21,15.0,0.00,0.00,7.16
2024-10-22,14.5,0.00,0.00,6.46
2024-10-23,13.8,0.00,0.00,5.63
2024-10-24,16.4,0.00,0.00,4.03
2024-10-25,16.0,0.00,0.00,5.25
2024-10-26,14.4,0.00,0.00,5.43
2024-10-27,16.6,0.00,0.00,6.14
2024-10-28,14.0,0.00,0.00,7.71
2024-10-29,13.0,0.00,0.00,7.45
2024-10-30,13.0,0.00,0.00,6.40
2024-10-31,13.8,1.20,0.00,6.82
2024-11-01,13.0,0.00,0.00,5.90
2024-11-02,14.4,1.60,0.00,8.82
2024-11-03,14.6,0.00,0.00,6.14
2024-11-04,15.4,0.00,0.00,6.06
2024-11-05,14.3,0.00,0.00,5.24
2024-11-06,16.5,0.00,0.00,8.99
2024-11-07,15.1,0.00,0.00,6.34
2024-11-08,14.6,0.00,0.00,4.05
2024-11-09,12.8,0.00,0.00,4.02
2024-11-10,12.2,0.00,0.00,3.81
2024-11-11,14.5,6.80,0.00,10.07
2024-11-12,11.8,0.00,0.00,6.16
2024-11-13,11.5,3.00,0.00,5.66
2024-11-14,12.5,1.60,0.00,6.69
2024-11-15,11.0,0.00,0.00,4.47
2024-11-16,10.8,0.00,0.00,4.02
2024-11-17,10.1,0.00,0.00,2.93
2024-11-18,11.9,0.60,0.00,6.19
2024-11-19,9.8,0.00,0.00,5.01
2024-11-20,12.6,25.60,0.00,8.78
2024-11-21,14.6,33.80,0.00,8.75
2024-11-22,15.6,41.70,0.00,8.36
2024-11-23,12.9,20.20,0.00,7.20
2024-11-24,10.4,0.00,0.00,3.91
2024-11-25,12.2,8.60,0.00,5.03
2024-11-26,12.3,3.00,0.00,2.96
2024-11-27,10.9,0.00,0.00,3.04
2024-11-28,9.2,0.00,0.00,3.53
2024-11-29,10.1,0.00,0.00,3.58
2024-11-30,9.3,0.00,0.00,3.95
2024-12-01,10.6,0.20,0.00,3.80
2024-12-02,11.0,0.00,0.00,2.44
2024-12-03,11.2,0.00,0.00,2.90
2024-12-04,11.2,0.00,0.00,2.87
2024-12-05,11.6,0.10,0.00,2.44
2024-12-06,11.2,0.00,0.00,2.77
2024-12-07,10.7,0.00,0.00,2.70
2024-12-08,11.2,0.00,0.00,2.97
2024-12-09,9.8,0.00,0.00,2.35
2024-12-10,9.9,0.00,0.00,5.44
2024-12-11,8.5,0.00,0.00,3.55
2024-12-12,11.5,21.10,0.00,6.32
2024-12-13,12.0,4.80,0.00,7.51
2024-12-14,12.9,46.70,0.00,16.76
2024-12-15,9.4,0.10,0.00,5.86
2024-12-16,9.4,8.90,0.00,4.15
2024-12-17,10.8,0.10,0.00,3.26
2024-12-18,9.6,0.00,0.00,3.12
2024-12-19,9.4,0.00,0.00,4.40
2024-12-20,8.3,0.00,0.00,4.49
2024-12-21,10.9,4.80,0.00,4.45
2024-12-22,12.4,3.40,0.00,3.16
2024-12-23,14.6,2.20,0.00,3.23
2024-12-24,13.7,15.00,0.00,5.64
2024-12-25,9.2,0.00,0.00,4.91
2024-12-26,11.8,1.90,0.00,4.55
2024-12-27,13.9,20.70,0.00,8.63
2024-12-28,13.2,4.10,0.00,3.72
2024-12-29,14.0,7.60,0.00,8.70
2024-12-30,10.3,0.00,0.00,4.67
2024-12-31,8.9,0.00,0.00,2.56
