time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2024-07-27,27.5,26.20,0.00,4.29
2024-07-28,28.2,0.90,0.00,7.68
2024-07-29,26.6,1.90,0.00,8.02
2024-07-30,27.2,0.80,0.00,5.15
2024-07-31,27.9,0.90,0.00,4.39
2024-08-01,28.6,0.80,0.00,4.58
2024-08-02,27.4,16.10,0.00,5.02
2024-08-03,28.3,0.40,0.00,3.91
2024-08-04,29.7,2.20,0.00,3.08
2024-08-05,28.0,15.10,0.00,2.92
2024-08-06,27.8,1.60,0.00,2.81
2024-08-07,27.2,7.70,0.00,3.30
2024-08-08,26.7,1.00,0.00,3.10
2024-08-09,27.6,0.00,0.00,3.45
2024-08-10,28.5,0.10,0.00,2.56
2024-08-11,29.2,0.30,0.00,3.08
2024-08-12,29.1,0.40,0.00,1.90
2024-08-13,29.1,0.60,0.00,2.98
2024-08-14,28.7,0.10,0.00,3.26
2024-08-15,28.1,8.40,0.00,2.47
2024-08-16,28.7,0.10,0.00,2.15
2024-08-17,27.9,10.40,0.00,2.95
2024-08-18,27.7,13.70,0.00,3.20
2024-08-19,28.4,6.10,0.00,3.14
2024-08-20,29.0,48.40,0.00,6.00
2024-08-21,26.9,33.30,0.00,7.86
2024-08-22,27.1,6.40,0.00,7.50
2024-08-23,26.0,3.70,0.00,4.93
2024-08-24,26.5,0.80,0.00,3.08
2024-08-25,27.2,0.70,0.00,2.20
2024-08-26,26.0,1.00,0.00,3.42
2024-08-27,24.2,1.80,0.00,2.53
2024-08-28,26.6,0.00,0.00,5.09
2024-08-29,26.3,0.00,0.00,4.53
2024-08-30,25.6,0.00,0.00,3.61
2024-08-31,25.5,0.00,0.00,2.00
2024-09-01,24.4,26.00,0.00,3.76
2024-09-02,22.9,1.00,0.00,5.20
2024-09-03,24.6,0.00,0.00,3.96
2024-09-04,25.8,0.00,0.00,3.44
2024-09-05,24.9,2.00,0.00,6.98
2024-09-06,23.6,3.30,0.00,5.21
2024-09-07,24.5,0.10,0.00,2.83
2024-09-08,25.6,0.00,0.00,2.60
2024-09-09,27.2,0.00,0.00,2.44
2024-09-10,27.1,0.40,0.00,3.20
2024-09-11,27.6,15.10,0.00,4.93
2024-09-12,24.6,27.70,0.00,2.83
2024-09-13,25.2,11.70,0.00,3.18
2024-09-14,26.1,1.00,0.00,3.51
2024-09-15,24.6,0.60,0.00,5.91
2024-09-16,27.5,0.70,0.00,3.83
2024-09-17,26.9,5.70,0.00,3.26
2024-09-18,27.1,11.70,0.00,3.06
2024-09-19,26.5,9.50,0.00,2.88
2024-09-20,22.0,83.50,0.00,7.34
2024-09-21,19.6,5.50,0.00,6.26
2024-09-22,19.3,0.30,0.00,4.65
2024-09-23,18.7,0.00,0.00,4.08
2024-09-24,19.2,0.00,0.00,2.80
2024-09-25,22.0,3.40,0.00,2.85
2024-09-26,21.0,0.50,0.00,3.46
2024-09-27,21.6,0.30,0.00,3.94
2024-09-28,21.5,0.00,0.00,4.87
2024-09-29,21.3,0.00,0.00,3.67
2024-09-30,21.3,1.20,0.00,3.37
2024-10-01,14.4,4.60,0.00,5.49
2024-10-02,12.6,0.00,0.00,3.70
2024-10-03,14.3,0.00,0.00,3.81
2024-10-04,14.6,0.00,0.00,3.01
2024-10-05,14.8,0.00,0.00,2.50
2024-10-06,14.7,0.10,0.00,2.00
2024-10-07,15.5,0.00,0.00,2.91
2024-10-08,16.1,0.50,0.00,2.99
2024-10-09,17.3,0.00,0.00,3.03
2024-10-10,16.1,0.30,0.00,2.26
2024-10-11,15.6,0.00,0.00,2.48
2024-10-12,15.3,0.00,0.00,2.58
2024-10-13,18.1,0.20,0.00,2.91
2024-10-14,17.7,2.20,0.00,2.96
2024-10-15,17.0,0.10,0.00,2.42
2024-10-16,15.2,0.00,0.00,2.51
2024-10-17,18.4,0.00,0.00,2.95
2024-10-18,16.0,50.60,0.00,4.52
2024-10-19,14.3,0.00,0.00,6.49
2024-10-20,11.8,0.00,0.00,5.45
2024-10-21,14.6,1.20,0.00,2.76
2024-10-22,14.8,14.10,0.00,7.44
2024-10-23,10.0,0.00,0.00,7.83
2024-10-24,11.1,0.00,0.00,3.16
2024-10-25,13.5,0.00,0.00,2.67
2024-10-26,16.0,0.00,0.00,2.62
2024-10-27,13.9,0.10,0.00,2.37
2024-10-28,14.4,0.10,0.00,5.13
2024-10-29,13.6,0.20,0.00,2.39
2024-10-30,12.7,0.00,0.00,2.88
2024-10-31,13.3,0.00,0.00,3.17
2024-11-01,14.0,0.00,0.00,2.65
2024-11-02,15.2,0.00,0.00,3.24
2024-11-03,16.6,2.20,0.00,4.43
2024-11-04,10.4,0.00,0.00,6.09
2024-11-05,7.3,0.00,0.00,5.38
2024-11-06,4.9,0.00,0.00,3.71
2024-11-07,5.1,0.00,0.00,3.08
2024-11-08,8.4,0.00,0.00,3.42
2024-11-09,11.1,0.00,0.00,2.38
2024-11-10,11.8,0.00,0.00,3.09
2024-11-11,12.1,0.00,0.00,2.34
2024-11-12,11.1,0.00,0.00,3.04
2024-11-13,13.2,0.00,0.00,2.11
2024-11-14,13.3,0.20,0.00,2.06
2024-11-15,15.1,0.00,0.00,2.60
2024-11-16,13.8,5.80,0.00,4.21
2024-11-17,4.0,0.00,0.00,4.95
2024-11-18,1.8,0.00,0.00,4.03
2024-11-19,3.3,0.00,0.00,1.58
2024-11-20,5.9,0.00,0.00,1.84
2024-11-21,7.8,1.10,0.00,4.25
2024-11-22,4.3,0.00,0.00,3.26
2024-11-23,5.1,0.00,0.00,1.80
2024-11-24,5.9,0.00,0.00,2.12
2024-11-25,10.7,18.20,0.00,5.02
2024-11-26,3.6,2.20,3.78,5.90
2024-11-27,-1.4,0.00,4.90,2.47
2024-11-28,-3.0,0.00,0.07,2.07
2024-11-29,-1.2,0.00,0.00,2.56
2024-11-30,0.8,0.00,0.00,2.15
2024-12-01,3.6,0.30,0.00,2.97
2024-12-02,3.1,0.20,0.00,4.41
2024-12-03,0.0,0.00,0.00,3.06
2024-12-04,0.4,0.00,0.00,3.02
2024-12-05,2.0,0.00,0.00,4.49
2024-12-06,-0.4,0.00,0.00,4.54
2024-12-07,-1.8,0.00,0.00,3.82
2024-12-08,-1.6,0.00,0.00,3.57
2024-12-09,-0.2,0.00,0.00,1.41
2024-12-10,1.1,0.00,0.00,3.04
2024-12-11,-0.3,0.00,0.00,2.58
2024-12-12,-0.4,0.00,0.00,2.39
2024-12-13,-1.0,0.00,0.00,3.39
2024-12-14,-1.2,0.00,0.00,3.51
2024-12-15,-0.4,0.00,0.00,4.49
2024-12-16,-0.9,0.00,0.00,3.11
2024-12-17,-2.6,0.00,0.00,3.32
2024-12-18,-4.0,0.00,0.00,2.64
2024-12-19,-1.8,0.00,0.00,1.86
2024-12-20,0.3,0.00,1.05,2.88
2024-12-21,-3.9,0.00,0.00,4.99
2024-12-22,-5.7,0.00,0.00,3.62
2024-12-23,-1.9,0.00,0.00,2.87
2024-12-24,-1.9,0.00,0.00,1.65
2024-12-25,1.4,0.30,0.00,3.64
2024-12-26,-3.3,0.00,0.00,4.73
2024-12-27,-3.3,0.00,0.00,3.82
2024-12-28,-3.0,0.00,0.00,5.06
2024-12-29,0.8,0.30,0.00,2.04
2024-12-30,2.6,0.10,0.00,6.04
2024-12-31,-0.9,0.00,0.00,3.91
