time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (m/s)
2022-07-11,15.6,0.00,0.00,8.03
2022-07-12,15.2,0.00,0.00,8.68
2022-07-13,16.0,0.20,0.00,8.14
2022-07-14,15.7,0.00,0.00,9.91
2022-07-15,15.5,0.00,0.00,9.79
2022-07-16,15.7,0.00,0.00,8.00
2022-07-17,15.7,0.00,0.00,9.13
2022-07-18,14.9,0.00,0.00,9.48
2022-07-19,14.1,0.00,0.00,9.66
2022-07-20,13.9,0.00,0.00,9.71
2022-07-21,13.1,0.00,0.00,10.50
2022-07-22,14.3,0.00,0.00,10.14
2022-07-23,13.6,0.00,0.00,9.49
2022-07-24,13.9,0.00,0.00,8.60
2022-07-25,13.5,0.00,0.00,8.19
2022-07-26,15.4,0.00,0.00,8.12
2022-07-27,15.4,0.00,0.00,9.14
2022-07-28,13.6,0.00,0.00,9.71
2022-07-29,13.8,0.00,0.00,9.40
2022-07-30,14.2,0.00,0.00,9.06
2022-07-31,14.7,0.00,0.00,8.71
2022-08-01,15.4,0.30,0.00,7.70
2022-08-02,16.4,0.00,0.00,9.05
2022-08-03,15.2,0.20,0.00,9.68
2022-08-04,16.5,0.00,0.00,8.78
2022-08-05,16.9,0.00,0.00,8.81
2022-08-06,17.7,0.00,0.00,7.67
2022-08-07,16.6,0.00,0.00,9.07
2022-08-08,16.5,0.00,0.00,10.03
2022-08-09,17.0,0.00,0.00,9.17
2022-08-10,17.5,0.00,0.00,9.45
2022-08-11,17.4,0.00,0.00,10.04
2022-08-12,17.4,0.00,0.00,9.83
2022-08-13,17.3,0.00,0.00,9.46
2022-08-14,17.5,0.00,0.00,8.97
2022-08-15,17.4,0.00,0.00,7.24
2022-08-16,17.3,0.00,0.00,6.87
2022-08-17,16.4,0.20,0.00,7.57
2022-08-18,14.6,0.00,0.00,10.02
2022-08-19,16.1,0.00,0.00,8.97
2022-08-20,16.2,0.00,0.00,8.45
2022-08-21,15.2,0.00,0.00,9.57
2022-08-22,17.1,0.00,0.00,8.68
2022-08-23,17.2,0.00,0.00,8.90
2022-08-24,16.2,0.00,0.00,8.26
2022-08-25,15.4,0.10,0.00,8.25
2022-08-26,15.6,0.00,0.00,8.17
2022-08-27,15.3,0.00,0.00,8.27
2022-08-28,15.5,0.00,0.00,8.96
2022-08-29,15.6,0.00,0.00,7.69
2022-08-30,14.4,0.00,0.00,7.62
2022-08-31,15.0,0.00,0.00,8.67
2022-09-01,17.0,0.00,0.00,7.37
2022-09-02,17.0,0.00,0.00,8.69
2022-09-03,18.1,0.00,0.00,8.13
2022-09-04,18.0,0.00,0.00,6.55
2022-09-05,19.4,0.00,0.00,7.21
2022-09-06,21.8,0.00,0.00,9.79
2022-09-07,18.7,0.00,0.00,7.53
2022-09-08,17.3,0.00,0.00,6.84
2022-09-09,18.1,0.00,0.00,8.23
2022-09-10,17.2,0.00,0.00,8.50
2022-09-11,17.9,0.00,0.00,7.62
2022-09-12,16.9,0.00,0.00,9.96
2022-09-13,15.9,0.00,0.00,10.25
2022-09-14,16.6,0.10,0.00,8.69
2022-09-15,16.3,0.10,0.00,9.96
2022-09-16,16.1,0.00,0.00,8.37
2022-09-17,15.8,0.00,0.00,11.80
2022-09-18,17.5,4.90,0.00,11.91
2022-09-19,17.4,3.70,0.00,9.26
2022-09-20,16.9,0.70,0.00,6.11
2022-09-21,16.8,1.90,0.00,6.00
2022-09-22,16.2,0.00,0.00,7.20
2022-09-23,17.2,0.00,0.00,6.93
2022-09-24,18.2,0.00,0.00,6.71
2022-09-25,15.3,0.00,0.00,7.38
2022-09-26,14.9,0.00,0.00,8.86
2022-09-27,15.4,0.00,0.00,8.81
2022-09-28,16.7,0.00,0.00,8.94
2022-09-29,17.1,0.00,0.00,7.91
2022-09-30,17.1,0.00,0.00,6.82
2022-10-01,15.6,0.00,0.00,7.92
2022-10-02,16.8,0.00,0.00,7.69
2022-10-03,16.1,0.00,0.00,8.87
2022-10-04,15.8,0.00,0.00,7.55
2022-10-05,16.2,0.00,0.00,6.55
2022-10-06,15.4,0.00,0.00,6.91
2022-10-07,13.9,0.00,0.00,7.62
2022-10-08,13.9,0.00,0.00,7.49
2022-10-09,13.2,0.00,0.00,7.89
2022-10-10,13.1,0.00,0.00,7.56
2022-10-11,13.3,0.00,0.00,7.06
2022-10-12,14.2,0.00,0.00,7.68
2022-10-13,13.0,0.00,0.00,7.30
2022-10-14,12.6,0.00,0.00,6.77
2022-10-15,13.7,0.00,0.00,8.35
2022-10-16,16.2,0.00,0.00,8.02
2022-10-17,14.8,0.00,0.00,5.91
2022-10-18,16.5,0.00,0.00,5.00
2022-10-19,19.3,0.00,0.00,5.89
2022-10-20,16.1,0.00,0.00,6.68
2022-10-21,14.3,0.00,0.00,8.22
2022-10-22,15.9,0.00,0.00,10.62
2022-10-23,14.8,0.00,0.00,10.26
2022-10-24,15.1,0.00,0.00,7.61
2022-10-25,14.3,0.00,0.00,8.13
2022-10-26,13.5,0.00,0.00,7.91
2022-10-27,13.2,0.00,0.00,6.21
2022-10-28,13.0,0.00,0.00,6.82
2022-10-29,13.2,0.00,0.00,6.20
2022-10-30,14.1,0.00,0.00,6.04
2022-10-31,13.1,0.00,0.00,5.51
2022-11-01,13.2,5.40,0.00,11.44
2022-11-02,11.7,1.10,0.00,8.53
2022-11-03,10.7,0.00,0.00,8.00
2022-11-04,11.6,0.00,0.00,5.41
2022-11-05,13.3,0.70,0.00,7.16
2022-11-06,12.8,1.70,0.00,6.81
2022-11-07,12.2,2.50,0.00,11.61
2022-11-08,10.6,26.40,0.00,10.64
2022-11-09,10.6,3.90,0.00,8.68
2022-11-10,10.0,0.00,0.00,7.24
2022-11-11,10.5,0.00,0.00,5.61
2022-11-12,11.4,0.10,0.00,7.69
2022-11-13,10.8,0.00,0.00,7.31
2022-11-14,10.5,0.00,0.00,5.63
2022-11-15,11.0,0.00,0.00,4.46
2022-11-16,11.8,0.00,0.00,4.34
2022-11-17,11.4,0.00,0.00,4.71
2022-11-18,10.9,0.10,0.00,4.85
2022-11-19,10.9,0.00,0.00,6.26
2022-11-20,10.7,0.00,0.00,5.16
2022-11-21,10.5,0.00,0.00,4.88
2022-11-22,10.3,0.00,0.00,4.61
2022-11-23,10.8,0.00,0.00,4.85
2022-11-24,12.2,0.00,0.00,6.29
2022-11-25,11.5,0.00,0.00,4.37
2022-11-26,11.5,0.00,0.00,4.40
2022-11-27,11.0,0.00,0.00,5.80
2022-11-28,10.8,0.00,0.00,10.33
2022-11-29,9.1,0.00,0.00,7.13
2022-11-30,8.9,0.00,0.00,5.23
2022-12-01,10.8,25.00,0.00,10.27
2022-12-02,7.4,0.00,0.00,5.73
2022-12-03,8.1,4.60,0.00,6.17
2022-12-04,10.4,5.80,0.00,5.60
2022-12-05,11.5,12.50,0.00,7.13
2022-12-06,10.4,5.60,0.00,5.90
2022-12-07,9.2,0.00,0.00,3.89
2022-12-08,9.1,0.10,0.00,5.00
2022-12-09,9.3,4.30,0.00,7.79
2022-12-10,11.4,23.60,0.00,12.28
2022-12-11,9.6,11.60,0.00,9.86
2022-12-12,8.6,13.40,0.00,8.95
2022-12-13,8.3,0.00,0.00,5.41
2022-12-14,7.7,0.00,0.00,5.12
2022-12-15,8.0,0.00,0.00,5.45
2022-12-16,7.7,0.00,0.00,5.88
2022-12-17,7.8,0.00,0.00,5.22
2022-12-18,7.0,0.00,0.00,4.83
2022-12-19,6.3,0.00,0.00,5.67
2022-12-20,7.1,0.10,0.00,4.96
2022-12-21,8.5,0.00,0.00,4.56
2022-12-22,8.9,0.00,0.00,4.72
2022-12-23,9.0,1.60,0.00,4.59
2022-12-24,9.4,0.00,0.00,6.13
2022-12-25,10.1,0.00,0.00,6.53
2022-12-26,9.6,0.00,0.00,5.71
2022-12-27,12.4,35.60,0.00,11.93
2022-12-28,9.2,0.00,0.00,5.23
2022-12-29,10.2,4.60,0.00,6.89
2022-12-30,12.8,20.70,0.00,11.24
2022-12-31,12.7,121.70,0.00,9.33
